r[nm],potential[V]
1.320000000000000438e-07,3.789668330860297696e-02
1.330000000000000395e-07,3.789668330861573065e-02
1.340000000000000352e-07,3.789668330862847739e-02
1.350000000000000309e-07,3.789668330864123108e-02
1.360000000000000267e-07,3.789668330865398477e-02
1.370000000000000489e-07,3.789668330866673845e-02
1.380000000000000446e-07,3.789668330867949214e-02
1.390000000000000403e-07,3.789668330869224583e-02
1.400000000000000360e-07,3.789668330870500645e-02
1.410000000000000317e-07,3.789668330871775320e-02
1.420000000000000275e-07,3.789668330873050689e-02
1.430000000000000496e-07,3.789668330874326752e-02
1.440000000000000454e-07,3.789668330875601426e-02
1.450000000000000411e-07,3.789668330876876795e-02
1.460000000000000368e-07,3.789668330878152858e-02
1.470000000000000325e-07,3.789668330879427532e-02
1.480000000000000282e-07,3.789668330880702901e-02
1.490000000000000504e-07,3.789668330881978270e-02
1.500000000000000462e-07,3.789668330883253639e-02
1.510000000000000419e-07,3.789668330884529007e-02
1.520000000000000376e-07,3.789668330885804376e-02
1.530000000000000333e-07,3.789668330887080439e-02
1.540000000000000290e-07,3.789668330888355113e-02
1.550000000000000512e-07,3.789668330889630482e-02
1.560000000000000469e-07,3.789668330890906545e-02
1.570000000000000427e-07,3.789668330892181219e-02
1.580000000000000384e-07,3.789668330893455894e-02
1.590000000000000341e-07,3.789668330894731957e-02
1.600000000000000563e-07,3.789668330896007326e-02
1.610000000000000520e-07,3.789668330897282694e-02
1.620000000000000477e-07,3.789668330898558063e-02
1.630000000000000434e-07,3.789668330899833432e-02
1.640000000000000392e-07,3.789668330901108800e-02
1.650000000000000349e-07,3.789668330902384169e-02
1.660000000000000571e-07,3.789668330903658844e-02
1.670000000000000528e-07,3.789668330904934213e-02
1.680000000000000485e-07,3.789668330906210275e-02
1.690000000000000442e-07,3.789668330907486338e-02
1.700000000000000400e-07,3.789668330908761013e-02
1.710000000000000357e-07,3.789668330910035687e-02
1.720000000000000579e-07,3.789668330911311750e-02
1.730000000000000536e-07,3.789668330912587119e-02
1.740000000000000493e-07,3.789668330913862487e-02
1.750000000000000450e-07,3.789668330915138550e-02
1.760000000000000407e-07,3.789668330916412531e-02
1.770000000000000365e-07,3.789668330917688593e-02
1.780000000000000586e-07,3.789668330918964656e-02
1.790000000000000544e-07,3.789668330920239331e-02
1.800000000000000501e-07,3.789668330921514700e-02
1.810000000000000458e-07,3.789668330922789374e-02
1.820000000000000415e-07,3.789668330924065437e-02
1.830000000000000372e-07,3.789668330925340806e-02
1.840000000000000594e-07,3.789668330926616174e-02
1.850000000000000552e-07,3.789668330927892237e-02
1.860000000000000509e-07,3.789668330929166912e-02
1.870000000000000466e-07,3.789668330930442280e-02
1.880000000000000423e-07,3.789668330931718343e-02
1.890000000000000380e-07,3.789668330932993018e-02
1.900000000000000602e-07,3.789668330934267693e-02
1.910000000000000559e-07,3.789668330935543755e-02
1.920000000000000517e-07,3.789668330936819124e-02
1.930000000000000474e-07,3.789668330938094493e-02
1.940000000000000431e-07,3.789668330939369861e-02
1.950000000000000653e-07,3.789668330940645230e-02
1.960000000000000610e-07,3.789668330941920599e-02
1.970000000000000567e-07,3.789668330943195967e-02
1.980000000000000525e-07,3.789668330944470642e-02
1.990000000000000482e-07,3.789668330945746011e-02
2.000000000000000439e-07,3.789668330947022074e-02
2.010000000000000661e-07,3.789668330948298136e-02
2.020000000000000618e-07,3.789668330949572117e-02
2.030000000000000575e-07,3.789668330950847486e-02
2.040000000000000532e-07,3.789668330952123548e-02
2.050000000000000490e-07,3.789668330953398917e-02
2.060000000000000447e-07,3.789668330954674286e-02
2.070000000000000669e-07,3.789668330955949654e-02
2.080000000000000626e-07,3.789668330957224329e-02
2.090000000000000583e-07,3.789668330958500392e-02
2.100000000000000540e-07,3.789668330959775761e-02
2.110000000000000497e-07,3.789668330961050435e-02
2.120000000000000455e-07,3.789668330962325804e-02
2.130000000000000677e-07,3.789668330963601173e-02
2.140000000000000634e-07,3.789668330964877235e-02
2.150000000000000591e-07,3.789668330966151910e-02
2.160000000000000548e-07,3.789668330967427279e-02
2.170000000000000505e-07,3.789668330968703341e-02
2.180000000000000463e-07,3.789668330969978710e-02
2.190000000000000684e-07,3.789668330971253385e-02
2.200000000000000642e-07,3.789668330972529448e-02
2.210000000000000599e-07,3.789668330973804122e-02
2.220000000000000556e-07,3.789668330975079491e-02
2.230000000000000513e-07,3.789668330976355554e-02
2.240000000000000470e-07,3.789668330977630228e-02
2.250000000000000692e-07,3.789668330978905597e-02
2.260000000000000649e-07,3.789668330980180966e-02
2.270000000000000607e-07,3.789668330981456335e-02
2.280000000000000564e-07,3.789668330982731703e-02
2.290000000000000521e-07,3.789668330984007072e-02
2.300000000000000743e-07,3.789668330985283135e-02
2.310000000000000700e-07,3.789668330986557809e-02
2.320000000000000657e-07,3.789668330987833178e-02
2.330000000000000615e-07,3.789668330989109241e-02
2.340000000000000572e-07,3.789668330990383915e-02
2.350000000000000529e-07,3.789668330991658590e-02
2.360000000000000751e-07,3.789668330992934653e-02
2.370000000000000708e-07,3.789668330994210022e-02
2.380000000000000665e-07,3.789668330995485390e-02
2.390000000000000622e-07,3.789668330996760759e-02
2.400000000000000844e-07,3.789668330998036128e-02
2.410000000000000537e-07,3.789668330999311496e-02
2.420000000000000759e-07,3.789668331000586865e-02
2.430000000000000451e-07,3.789668331001861540e-02
2.440000000000000673e-07,3.789668331003136909e-02
2.450000000000000895e-07,3.789668331004412971e-02
2.460000000000000587e-07,3.789668331005689034e-02
2.470000000000000809e-07,3.789668331006963015e-02
2.480000000000000502e-07,3.789668331008238383e-02
2.490000000000000724e-07,3.789668331009514446e-02
2.500000000000000416e-07,3.789668331010789815e-02
2.510000000000000638e-07,3.789668331012064489e-02
2.520000000000000860e-07,3.789668331013340552e-02
2.530000000000000553e-07,3.789668331014615227e-02
2.540000000000000774e-07,3.789668331015891289e-02
2.550000000000000467e-07,3.789668331017166658e-02
2.560000000000000689e-07,3.789668331018441333e-02
2.570000000000000911e-07,3.789668331019716702e-02
2.580000000000000603e-07,3.789668331020992070e-02
2.590000000000000825e-07,3.789668331022268133e-02
2.600000000000000518e-07,3.789668331023542808e-02
2.610000000000000740e-07,3.789668331024818176e-02
2.620000000000000961e-07,3.789668331026094239e-02
2.630000000000000654e-07,3.789668331027369608e-02
2.640000000000000876e-07,3.789668331028644283e-02
2.650000000000000568e-07,3.789668331029920345e-02
2.660000000000000790e-07,3.789668331031195020e-02
2.670000000000000483e-07,3.789668331032470389e-02
2.680000000000000705e-07,3.789668331033746451e-02
2.690000000000000926e-07,3.789668331035021126e-02
2.700000000000000619e-07,3.789668331036296495e-02
2.710000000000000841e-07,3.789668331037571863e-02
2.720000000000000533e-07,3.789668331038847926e-02
2.730000000000000755e-07,3.789668331040123295e-02
2.740000000000000977e-07,3.789668331041397970e-02
2.750000000000000670e-07,3.789668331042674032e-02
2.760000000000000892e-07,3.789668331043948707e-02
2.770000000000000584e-07,3.789668331045224769e-02
2.780000000000000806e-07,3.789668331046500832e-02
2.790000000000000498e-07,3.789668331047774813e-02
2.800000000000000720e-07,3.789668331049050182e-02
2.810000000000000942e-07,3.789668331050326244e-02
2.820000000000000635e-07,3.789668331051601613e-02
2.830000000000000857e-07,3.789668331052876288e-02
2.840000000000000549e-07,3.789668331054152350e-02
2.850000000000000771e-07,3.789668331055427025e-02
2.860000000000000993e-07,3.789668331056703088e-02
2.870000000000000685e-07,3.789668331057978456e-02
2.880000000000000907e-07,3.789668331059253131e-02
2.890000000000000600e-07,3.789668331060528500e-02
2.900000000000000822e-07,3.789668331061803869e-02
2.910000000000001044e-07,3.789668331063079931e-02
2.920000000000000736e-07,3.789668331064354606e-02
2.930000000000000958e-07,3.789668331065629975e-02
2.940000000000000650e-07,3.789668331066906037e-02
2.950000000000000872e-07,3.789668331068181406e-02
2.960000000000000565e-07,3.789668331069456081e-02
2.970000000000000787e-07,3.789668331070732143e-02
2.980000000000001009e-07,3.789668331072006818e-02
2.990000000000000701e-07,3.789668331073282187e-02
3.000000000000000923e-07,3.789668331074558250e-02
3.010000000000000616e-07,3.789668331075832924e-02
3.020000000000000837e-07,3.789668331077108293e-02
3.030000000000001059e-07,3.789668331078383662e-02
3.040000000000000752e-07,3.789668331079659030e-02
3.050000000000000974e-07,3.789668331080934399e-02
3.060000000000000666e-07,3.789668331082209768e-02
3.070000000000000888e-07,3.789668331083485830e-02
3.080000000000000581e-07,3.789668331084760505e-02
3.090000000000000802e-07,3.789668331086035874e-02
3.100000000000001024e-07,3.789668331087311937e-02
3.110000000000000717e-07,3.789668331088586611e-02
3.120000000000000939e-07,3.789668331089861980e-02
3.130000000000000631e-07,3.789668331091137349e-02
3.140000000000000853e-07,3.789668331092412717e-02
3.150000000000001075e-07,3.789668331093688086e-02
3.160000000000000768e-07,3.789668331094963455e-02
3.170000000000000989e-07,3.789668331096238824e-02
3.180000000000000682e-07,3.789668331097514192e-02
3.190000000000000904e-07,3.789668331098789561e-02
3.200000000000001126e-07,3.789668331100065624e-02
3.210000000000000818e-07,3.789668331101339604e-02
3.220000000000001040e-07,3.789668331102615667e-02
3.230000000000000733e-07,3.789668331103891730e-02
3.240000000000000955e-07,3.789668331105166404e-02
3.250000000000000647e-07,3.789668331106441079e-02
3.260000000000000869e-07,3.789668331107717142e-02
3.270000000000001091e-07,3.789668331108992511e-02
3.280000000000000783e-07,3.789668331110267879e-02
3.290000000000001005e-07,3.789668331111543248e-02
3.300000000000000698e-07,3.789668331112817923e-02
3.310000000000000920e-07,3.789668331114093985e-02
3.320000000000001141e-07,3.789668331115369354e-02
3.330000000000000834e-07,3.789668331116644029e-02
3.340000000000001056e-07,3.789668331117919398e-02
3.350000000000000748e-07,3.789668331119195460e-02
3.360000000000000970e-07,3.789668331120471523e-02
3.370000000000000663e-07,3.789668331121745504e-02
3.380000000000000885e-07,3.789668331123020872e-02
3.390000000000001107e-07,3.789668331124296935e-02
3.400000000000000799e-07,3.789668331125572304e-02
3.410000000000001021e-07,3.789668331126846978e-02
3.420000000000000713e-07,3.789668331128123041e-02
3.430000000000000935e-07,3.789668331129397716e-02
3.440000000000001157e-07,3.789668331130673085e-02
3.450000000000000850e-07,3.789668331131949147e-02
3.460000000000001072e-07,3.789668331133223822e-02
3.470000000000000764e-07,3.789668331134499191e-02
3.480000000000000986e-07,3.789668331135774559e-02
3.490000000000000679e-07,3.789668331137049928e-02
3.500000000000000900e-07,3.789668331138325297e-02
3.510000000000001122e-07,3.789668331139600665e-02
3.520000000000000815e-07,3.789668331140876728e-02
3.530000000000001037e-07,3.789668331142151403e-02
3.540000000000000729e-07,3.789668331143426772e-02
3.550000000000000951e-07,3.789668331144702834e-02
3.560000000000001173e-07,3.789668331145977509e-02
3.570000000000000865e-07,3.789668331147252878e-02
3.580000000000001087e-07,3.789668331148528940e-02
3.590000000000000780e-07,3.789668331149803615e-02
3.600000000000001002e-07,3.789668331151078984e-02
3.610000000000001224e-07,3.789668331152354352e-02
3.620000000000000916e-07,3.789668331153629721e-02
3.630000000000001138e-07,3.789668331154905090e-02
3.640000000000000831e-07,3.789668331156180459e-02
3.650000000000001052e-07,3.789668331157456521e-02
3.660000000000000745e-07,3.789668331158730502e-02
3.670000000000000967e-07,3.789668331160006565e-02
3.680000000000001189e-07,3.789668331161282627e-02
3.690000000000000881e-07,3.789668331162557302e-02
3.700000000000001103e-07,3.789668331163832671e-02
3.710000000000000796e-07,3.789668331165108039e-02
3.720000000000001018e-07,3.789668331166383408e-02
3.730000000000001239e-07,3.789668331167658777e-02
3.740000000000000932e-07,3.789668331168934839e-02
3.750000000000001154e-07,3.789668331170209514e-02
3.760000000000000846e-07,3.789668331171484883e-02
3.770000000000001068e-07,3.789668331172760252e-02
3.780000000000000761e-07,3.789668331174035620e-02
3.790000000000000983e-07,3.789668331175310989e-02
3.800000000000001204e-07,3.789668331176586358e-02
3.810000000000000897e-07,3.789668331177862420e-02
3.820000000000001119e-07,3.789668331179137095e-02
3.830000000000000811e-07,3.789668331180412464e-02
3.840000000000001033e-07,3.789668331181688526e-02
3.850000000000001255e-07,3.789668331182963201e-02
3.860000000000000948e-07,3.789668331184238570e-02
3.870000000000001170e-07,3.789668331185514633e-02
3.880000000000000862e-07,3.789668331186789307e-02
3.890000000000001084e-07,3.789668331188064676e-02
3.900000000000001306e-07,3.789668331189340739e-02
3.910000000000000998e-07,3.789668331190615413e-02
3.920000000000001220e-07,3.789668331191890782e-02
3.930000000000000913e-07,3.789668331193166151e-02
3.940000000000001135e-07,3.789668331194441520e-02
3.950000000000000827e-07,3.789668331195716888e-02
3.960000000000001049e-07,3.789668331196992257e-02
3.970000000000001271e-07,3.789668331198268320e-02
3.980000000000000963e-07,3.789668331199542300e-02
3.990000000000001185e-07,3.789668331200818363e-02
4.000000000000000878e-07,3.789668331202094426e-02
4.010000000000001100e-07,3.789668331203369100e-02
4.020000000000001322e-07,3.789668331204643775e-02
4.030000000000001014e-07,3.789668331205919838e-02
4.040000000000001236e-07,3.789668331207195207e-02
4.050000000000000928e-07,3.789668331208470575e-02
4.060000000000001150e-07,3.789668331209745944e-02
4.070000000000000843e-07,3.789668331211020619e-02
4.080000000000001065e-07,3.789668331212296681e-02
4.090000000000001287e-07,3.789668331213572050e-02
4.100000000000000979e-07,3.789668331214848113e-02
4.110000000000001201e-07,3.789668331216122094e-02
4.120000000000000894e-07,3.789668331217398156e-02
4.130000000000001115e-07,3.789668331218674219e-02
4.140000000000001337e-07,3.789668331219948894e-02
4.150000000000001030e-07,3.789668331221223568e-02
4.160000000000001252e-07,3.789668331222499631e-02
4.170000000000000944e-07,3.789668331223775000e-02
4.180000000000001166e-07,3.789668331225050368e-02
4.190000000000001388e-07,3.789668331226325737e-02
4.200000000000001080e-07,3.789668331227600412e-02
4.210000000000001302e-07,3.789668331228875781e-02
4.220000000000000995e-07,3.789668331230151843e-02
4.230000000000001217e-07,3.789668331231426518e-02
4.240000000000000909e-07,3.789668331232701887e-02
4.250000000000001131e-07,3.789668331233977255e-02
4.260000000000001353e-07,3.789668331235253318e-02
4.270000000000001046e-07,3.789668331236527993e-02
4.280000000000001267e-07,3.789668331237803361e-02
4.290000000000000960e-07,3.789668331239079424e-02
4.300000000000001182e-07,3.789668331240354099e-02
4.310000000000001404e-07,3.789668331241629468e-02
4.320000000000001096e-07,3.789668331242905530e-02
4.330000000000001318e-07,3.789668331244180205e-02
4.340000000000001011e-07,3.789668331245455574e-02
4.350000000000001233e-07,3.789668331246731636e-02
4.360000000000000925e-07,3.789668331248006311e-02
4.370000000000001147e-07,3.789668331249281680e-02
4.380000000000001369e-07,3.789668331250557048e-02
4.390000000000001061e-07,3.789668331251832417e-02
4.400000000000001283e-07,3.789668331253107786e-02
4.410000000000000976e-07,3.789668331254383155e-02
4.420000000000001198e-07,3.789668331255659217e-02
4.430000000000001419e-07,3.789668331256933198e-02
4.440000000000001112e-07,3.789668331258209261e-02
4.450000000000001334e-07,3.789668331259485323e-02
4.460000000000001026e-07,3.789668331260759998e-02
4.470000000000001248e-07,3.789668331262034673e-02
4.480000000000000941e-07,3.789668331263310735e-02
4.490000000000001163e-07,3.789668331264586104e-02
4.500000000000001385e-07,3.789668331265861473e-02
4.510000000000001077e-07,3.789668331267136842e-02
4.520000000000001299e-07,3.789668331268411516e-02
4.530000000000000991e-07,3.789668331269687579e-02
4.540000000000001213e-07,3.789668331270962948e-02
4.550000000000001435e-07,3.789668331272237622e-02
4.560000000000001128e-07,3.789668331273512991e-02
4.570000000000001350e-07,3.789668331274789054e-02
4.580000000000001042e-07,3.789668331276065116e-02
4.590000000000001264e-07,3.789668331277339791e-02
4.600000000000001486e-07,3.789668331278614466e-02
4.610000000000001178e-07,3.789668331279890529e-02
4.620000000000001400e-07,3.789668331281165897e-02
4.630000000000001093e-07,3.789668331282441266e-02
4.640000000000001315e-07,3.789668331283716635e-02
4.650000000000001007e-07,3.789668331284991309e-02
4.660000000000001229e-07,3.789668331286267372e-02
4.670000000000001451e-07,3.789668331287542741e-02
4.680000000000001143e-07,3.789668331288818109e-02
4.690000000000001365e-07,3.789668331290092784e-02
4.700000000000001058e-07,3.789668331291368153e-02
4.710000000000001280e-07,3.789668331292644216e-02
4.720000000000001502e-07,3.789668331293919584e-02
4.730000000000001194e-07,3.789668331295194953e-02
4.740000000000001416e-07,3.789668331296470322e-02
4.750000000000001109e-07,3.789668331297744996e-02
4.760000000000001330e-07,3.789668331299021059e-02
4.770000000000001552e-07,3.789668331300297122e-02
4.780000000000001245e-07,3.789668331301571796e-02
4.790000000000000937e-07,3.789668331302846471e-02
4.800000000000001689e-07,3.789668331304122534e-02
4.810000000000001381e-07,3.789668331305397903e-02
4.820000000000001074e-07,3.789668331306673271e-02
4.830000000000001825e-07,3.789668331307948640e-02
4.840000000000001517e-07,3.789668331309223315e-02
4.850000000000001210e-07,3.789668331310499377e-02
4.860000000000000902e-07,3.789668331311774746e-02
4.870000000000001654e-07,3.789668331313050809e-02
4.880000000000001346e-07,3.789668331314324790e-02
4.890000000000001039e-07,3.789668331315600852e-02
4.900000000000001790e-07,3.789668331316876915e-02
4.910000000000001482e-07,3.789668331318151590e-02
4.920000000000001175e-07,3.789668331319426264e-02
4.930000000000000867e-07,3.789668331320702327e-02
4.940000000000001619e-07,3.789668331321977696e-02
4.950000000000001311e-07,3.789668331323253064e-02
4.960000000000001004e-07,3.789668331324528433e-02
4.970000000000001755e-07,3.789668331325803108e-02
4.980000000000001448e-07,3.789668331327079170e-02
4.990000000000001140e-07,3.789668331328354539e-02
5.000000000000000833e-07,3.789668331329629214e-02
